institution_cat,industry_cat,grad_cohort,horizon,emp_instate_,emp_n_,SI_by_cohort,state
Angelo State,Wholesale,2016,1,91,111,.81981981,TX
Angelo State,Wholesale,2016,5,89,112,.79464287,TX
Angelo State,Wholesale,2016,10,,,,TX
Angelo State,Wholesale,2019,1,68,75,.9066667,TX
Angelo State,Wholesale,2019,5,,,,TX
Angelo State,Wholesale,2019,10,,,,TX
Angelo State,Retail,2004,1,167,195,.85641026,TX
Angelo State,Retail,2004,5,83,118,.70338982,TX
Angelo State,Retail,2004,10,61,93,.65591395,TX
Angelo State,Retail,2007,1,99,111,.8918919,TX
Angelo State,Retail,2007,5,70,80,.875,TX
Angelo State,Retail,2007,10,46,71,.64788735,TX
Angelo State,Retail,2010,1,149,179,.83240223,TX
Angelo State,Retail,2010,5,96,142,.67605633,TX
Angelo State,Retail,2010,10,62,82,.75609756,TX
Angelo State,Retail,2013,1,167,180,.92777777,TX
Angelo State,Retail,2013,5,89,119,.74789917,TX
Angelo State,Retail,2013,10,,,,TX
Angelo State,Retail,2016,1,176,196,.89795917,TX
Angelo State,Retail,2016,5,124,179,.6927374,TX
Angelo State,Retail,2016,10,,,,TX
Angelo State,Retail,2019,1,216,240,.89999998,TX
Angelo State,Retail,2019,5,,,,TX
Angelo State,Retail,2019,10,,,,TX
Angelo State,Transportation,2004,1,16,22,.72727275,TX
Angelo State,Transportation,2004,5,19,21,.90476191,TX
Angelo State,Transportation,2004,10,25,29,.86206895,TX
Angelo State,Transportation,2007,1,10,13,.76923078,TX
Angelo State,Transportation,2007,5,24,25,.95999998,TX
Angelo State,Transportation,2007,10,16,21,.76190478,TX
Angelo State,Transportation,2010,1,22,28,.78571427,TX
Angelo State,Transportation,2010,5,24,32,.75,TX
Angelo State,Transportation,2010,10,17,17,1,TX
Angelo State,Transportation,2013,1,14,14,1,TX
Angelo State,Transportation,2013,5,27,34,.79411763,TX
Angelo State,Transportation,2013,10,,,,TX
Angelo State,Transportation,2016,1,21,28,.75,TX
Angelo State,Transportation,2016,5,30,50,.60000002,TX
Angelo State,Transportation,2016,10,,,,TX
Angelo State,Transportation,2019,1,22,24,.91666669,TX
Angelo State,Transportation,2019,5,,,,TX
Angelo State,Transportation,2019,10,,,,TX
Angelo State,Information,2004,1,69,74,.93243241,TX
Angelo State,Information,2004,5,32,41,.78048778,TX
Angelo State,Information,2004,10,28,32,.875,TX
Angelo State,Information,2007,1,40,40,1,TX
Angelo State,Information,2007,5,34,35,.97142857,TX
Angelo State,Information,2007,10,20,27,.74074072,TX
Angelo State,Information,2010,1,42,47,.89361703,TX
Angelo State,Information,2010,5,35,45,.77777779,TX
Angelo State,Information,2010,10,24,32,.75,TX
Angelo State,Information,2013,1,28,29,.96551722,TX
Angelo State,Information,2013,5,23,25,.92000002,TX
Angelo State,Information,2013,10,,,,TX
Angelo State,Information,2016,1,32,44,.72727275,TX
Angelo State,Information,2016,5,31,35,.88571429,TX
Angelo State,Information,2016,10,,,,TX
Angelo State,Information,2019,1,33,33,1,TX
Angelo State,Information,2019,5,,,,TX
Angelo State,Information,2019,10,,,,TX
Angelo State,Finance,2004,1,145,162,.89506173,TX
Angelo State,Finance,2004,5,126,143,.88111889,TX
Angelo State,Finance,2004,10,123,138,.89130437,TX
Angelo State,Finance,2007,1,87,92,.94565219,TX
Angelo State,Finance,2007,5,99,112,.8839286,TX
Angelo State,Finance,2007,10,86,89,.96629214,TX
Angelo State,Finance,2010,1,109,114,.95614034,TX
Angelo State,Finance,2010,5,100,130,.76923078,TX
Angelo State,Finance,2010,10,95,108,.87962961,TX
Angelo State,Finance,2013,1,94,105,.8952381,TX
Angelo State,Finance,2013,5,120,135,.8888889,TX
Angelo State,Finance,2013,10,,,,TX
Angelo State,Finance,2016,1,105,120,.875,TX
Angelo State,Finance,2016,5,97,129,.75193799,TX
Angelo State,Finance,2016,10,,,,TX
Angelo State,Finance,2019,1,111,114,.97368419,TX
Angelo State,Finance,2019,5,,,,TX
Angelo State,Finance,2019,10,,,,TX
Angelo State,Real Estate,2004,1,22,25,.88,TX
Angelo State,Real Estate,2004,5,13,19,.68421054,TX
Angelo State,Real Estate,2004,10,15,20,.75,TX
Angelo State,Real Estate,2007,1,20,21,.95238096,TX
Angelo State,Real Estate,2007,5,22,24,.91666669,TX
Angelo State,Real Estate,2007,10,17,17,1,TX
Angelo State,Real Estate,2010,1,21,22,.95454544,TX
Angelo State,Real Estate,2010,5,24,28,.85714287,TX
Angelo State,Real Estate,2010,10,21,27,.77777779,TX
Angelo State,Real Estate,2013,1,24,24,1,TX
Angelo State,Real Estate,2013,5,37,38,.97368419,TX
Angelo State,Real Estate,2013,10,,,,TX
Angelo State,Real Estate,2016,1,22,24,.91666669,TX
Angelo State,Real Estate,2016,5,22,27,.81481481,TX
Angelo State,Real Estate,2016,10,,,,TX
Angelo State,Real Estate,2019,1,23,23,1,TX
Angelo State,Real Estate,2019,5,,,,TX
Angelo State,Real Estate,2019,10,,,,TX
Angelo State,Professional Services,2004,1,93,119,.78151262,TX
Angelo State,Professional Services,2004,5,82,106,.7735849,TX
Angelo State,Professional Services,2004,10,100,120,.83333331,TX
Angelo State,Professional Services,2007,1,67,70,.95714283,TX
Angelo State,Professional Services,2007,5,77,90,.85555553,TX
