institution_cat,industry_cat,grad_cohort,horizon,emp_instate_,emp_n_,SI_by_cohort,state
Utah Valley,Mining,2016,10,,,,UT
Utah Valley,Mining,2019,1,10,13,.76923078,UT
Utah Valley,Mining,2019,5,,,,UT
Utah Valley,Mining,2019,10,,,,UT
Utah Valley,Other Services,2010,1,35,41,.85365856,UT
Utah Valley,Other Services,2010,5,32,42,.76190478,UT
Utah Valley,Other Services,2010,10,26,34,.7647059,UT
Utah Valley,Other Services,2013,1,46,67,.68656719,UT
Utah Valley,Other Services,2013,5,29,48,.60416669,UT
Utah Valley,Other Services,2013,10,,,,UT
Utah Valley,Other Services,2016,1,51,72,.70833331,UT
Utah Valley,Other Services,2016,5,58,69,.84057969,UT
Utah Valley,Other Services,2016,10,,,,UT
Utah Valley,Other Services,2019,1,65,78,.83333331,UT
Utah Valley,Other Services,2019,5,,,,UT
Utah Valley,Other Services,2019,10,,,,UT
Utah Valley,Professional Services,2010,1,404,479,.84342378,UT
Utah Valley,Professional Services,2010,5,407,545,.74678898,UT
Utah Valley,Professional Services,2010,10,385,542,.7103321,UT
Utah Valley,Professional Services,2013,1,693,799,.86733419,UT
Utah Valley,Professional Services,2013,5,696,869,.80092061,UT
Utah Valley,Professional Services,2013,10,,,,UT
Utah Valley,Professional Services,2016,1,803,901,.89123195,UT
Utah Valley,Professional Services,2016,5,814,982,.82892054,UT
Utah Valley,Professional Services,2016,10,,,,UT
Utah Valley,Professional Services,2019,1,1067,1204,.88621265,UT
Utah Valley,Professional Services,2019,5,,,,UT
Utah Valley,Professional Services,2019,10,,,,UT
Utah Valley,Public Admin,2010,1,190,226,.84070796,UT
Utah Valley,Public Admin,2010,5,226,277,.81588447,UT
Utah Valley,Public Admin,2010,10,199,288,.69097221,UT
Utah Valley,Public Admin,2013,1,238,297,.80134678,UT
Utah Valley,Public Admin,2013,5,254,343,.74052477,UT
Utah Valley,Public Admin,2013,10,,,,UT
Utah Valley,Public Admin,2016,1,291,348,.83620691,UT
Utah Valley,Public Admin,2016,5,295,387,.76227391,UT
Utah Valley,Public Admin,2016,10,,,,UT
Utah Valley,Public Admin,2019,1,301,350,.86000001,UT
Utah Valley,Public Admin,2019,5,,,,UT
Utah Valley,Public Admin,2019,10,,,,UT
Utah Valley,Real Estate,2010,1,24,29,.82758623,UT
Utah Valley,Real Estate,2010,5,38,48,.79166669,UT
Utah Valley,Real Estate,2010,10,24,37,.64864862,UT
Utah Valley,Real Estate,2013,1,54,65,.83076924,UT
Utah Valley,Real Estate,2013,5,43,51,.84313726,UT
Utah Valley,Real Estate,2013,10,,,,UT
Utah Valley,Real Estate,2016,1,57,72,.79166669,UT
Utah Valley,Real Estate,2016,5,65,72,.90277779,UT
Utah Valley,Real Estate,2016,10,,,,UT
Utah Valley,Real Estate,2019,1,84,99,.84848487,UT
Utah Valley,Real Estate,2019,5,,,,UT
Utah Valley,Real Estate,2019,10,,,,UT
Utah Valley,Retail,2010,1,305,367,.83106267,UT
Utah Valley,Retail,2010,5,208,303,.68646866,UT
Utah Valley,Retail,2010,10,187,265,.7056604,UT
Utah Valley,Retail,2013,1,429,522,.82183909,UT
Utah Valley,Retail,2013,5,301,415,.72530121,UT
Utah Valley,Retail,2013,10,,,,UT
Utah Valley,Retail,2016,1,481,555,.86666667,UT
Utah Valley,Retail,2016,5,297,404,.73514849,UT
Utah Valley,Retail,2016,10,,,,UT
Utah Valley,Retail,2019,1,569,650,.87538463,UT
Utah Valley,Retail,2019,5,,,,UT
Utah Valley,Retail,2019,10,,,,UT
Utah Valley,Transportation,2010,1,85,266,.31954888,UT
Utah Valley,Transportation,2010,5,87,323,.26934984,UT
Utah Valley,Transportation,2010,10,88,343,.25655976,UT
Utah Valley,Transportation,2013,1,121,390,.31025642,UT
Utah Valley,Transportation,2013,5,130,431,.30162412,UT
Utah Valley,Transportation,2013,10,,,,UT
Utah Valley,Transportation,2016,1,144,405,.35555556,UT
Utah Valley,Transportation,2016,5,172,467,.36830837,UT
Utah Valley,Transportation,2016,10,,,,UT
Utah Valley,Transportation,2019,1,209,412,.50728154,UT
Utah Valley,Transportation,2019,5,,,,UT
Utah Valley,Transportation,2019,10,,,,UT
Utah Valley,Utilities,2010,1,3,3,1,UT
Utah Valley,Utilities,2010,5,14,15,.93333334,UT
Utah Valley,Utilities,2010,10,17,20,.85000002,UT
Utah Valley,Utilities,2013,1,12,12,1,UT
Utah Valley,Utilities,2013,5,12,12,1,UT
Utah Valley,Utilities,2013,10,,,,UT
Utah Valley,Utilities,2016,1,4,7,.5714286,UT
Utah Valley,Utilities,2016,5,13,16,.8125,UT
Utah Valley,Utilities,2016,10,,,,UT
Utah Valley,Utilities,2019,1,14,14,1,UT
